-10.629992,81.34012,77.60846,-304.1619,-556.33734,-679.4136,-472.58014,-782.2063,-78.29418
-3077.7808,50.899994,239.85449,-823.59595,178.92226,-186.86069,357.86697,782.0384,-78.73775
825.5386,-1700.1136,-200.57437,-441.2996,1097.8732,-107.27342,-58.521175,20.948227,-400.8887
535.46204,-1457.9258,718.33344,-1409.721,-759.18616,-3.6395369,340.80807,-255.249,-282.53244
-514.92993,303.80167,711.13196,-44.583817,-66.64769,-725.60944,816.6308,-805.2819,-282.4303
469.99097,-393.08554,-1305.4526,624.4616,-1040.2355,145.1714,-413.30035,52.414803,21.275616
-1181.3741,-1919.9136,1364.735,902.9988,1284.6913,280.33206,704.87585,-110.332985,866.9802
-604.21686,-285.58878,612.97034,541.7221,-230.22054,1010.97736,-1328.087,-685.6343,194.81055
1139.7601,107.92262,58.48842,788.57135,-580.46136,-258.40897,175.7334,-208.78407,198.14569
-3201.7356,-357.62836,-1310.009,-1542.4379,27.296196,91.538475,52.382416,99.2792,-464.39447
3075.9624,-326.54276,-1472.5051,92.458115,856.23615,115.18061,-673.62524,226.53699,-260.4334
430.33176,1966.8438,-1260.0156,-331.95377,764.17993,181.20825,481.34634,-998.633,-257.39096
-692.0054,-617.35205,-513.5281,1231.3877,-1227.5016,-431.34845,147.82228,916.4219,-519.3947
-2116.289,1067.5443,-879.13916,635.78534,-7.7238574,-1228.928,-302.32288,-49.807076,-839.2591
1128.5128,266.7315,2164.552,-134.61975,-584.81604,111.85879,-313.07996,-162.56917,-2.515194
-1168.0984,705.19183,-120.39242,72.74492,-653.8415,-368.8347,-478.9636,-536.3281,646.7702
2087.979,1457.4867,-283.00287,-36.5979,-593.43616,-76.358086,637.83307,299.73596,647.2261
-2468.0093,473.0889,-23.567993,165.48895,-600.961,906.2622,-126.35282,806.84314,96.28839
850.7407,1929.6416,-637.03674,120.48976,1663.4786,-202.73718,-731.9469,99.02719,402.88522
2157.748,571.7804,996.72565,-520.3814,-275.26733,-1018.4758,-614.7449,284.01144,-265.35336
-1177.3076,1050.6583,26.421875,-338.29425,582.4978,-713.85675,-245.19124,162.79436,1166.4106
1402.7312,-123.65159,213.9098,-1427.4652,-326.40063,596.13525,-199.5401,-196.52072,152.26825
56.931908,-263.4254,-413.22455,348.8446,-1096.1238,-416.33502,225.81035,-451.6381,216.6378
-1770.6709,422.5607,-579.5377,1777.173,-116.95706,258.9601,479.4739,443.07532,-38.04635
-413.09753,1823.7488,742.3777,-685.7038,283.89203,635.76733,-976.4509,331.75992,273.93253
-1652.4846,1512.9551,324.56885,-635.4762,-240.78647,-35.881397,-121.6409,200.80486,-267.19522
758.5976,-1454.1716,-449.30402,-8.950196,-192.82202,204.45512,-137.00812,184.43513,-428.8165
722.1378,-616.2359,2605.3833,1056.7311,446.827,583.5898,473.9787,298.7569,-133.51717
1464.9547,1458.9115,-1575.91,285.64005,-925.58545,-1006.9955,1338.7908,-165.28378,662.3785
-2963.7751,315.68103,-51.293064,-599.85925,-1128.5132,319.66324,630.4974,121.44663,-208.68663
2025.9514,-967.0181,-32.36425,-58.088707,-801.34357,-342.72412,-768.1768,326.87064,-406.96637
-675.1601,-493.14163,-273.40256,-322.06454,187.89694,-59.17285,-266.99097,-248.63982,552.6111
534.7263,28.389261,800.6427,2122.2266,-261.7609,-445.81842,-288.3666,-352.94022,-496.08356
4342.786,1357.7245,-702.26245,179.83131,1107.7482,159.96269,987.29333,935.2826,-240.64331
457.26273,1161.916,-160.91316,614.21405,269.5269,892.6743,581.7903,-788.9747,73.34026
533.2825,-281.52252,334.04523,219.57051,-913.52606,-403.20258,-585.46643,-295.02222,1047.4409
-763.22327,-34.78396,299.83618,454.4304,-345.5855,735.69385,22.354137,-632.1741,-30.861492
-1867.0803,-1407.8008,-1601.2623,935.12415,1680.2622,747.7509,-709.44586,-221.81485,46.600414
1927.4836,-476.67126,-963.5362,-133.22194,-833.5206,1925.3441,36.333366,-53.99192,492.9399
-826.18317,-807.8686,330.5133,1271.5857,692.5643,-163.02927,372.56723,49.156937,-167.9929
1365.0425,-315.62015,361.67746,-1199.1008,802.6599,255.27875,382.46063,-374.42587,-50.69431
-1158.2412,-2200.4197,85.933945,50.584408,923.64404,-1455.6554,-114.0866,1135.3875,912.2315
1036.3115,56.395096,1142.5797,104.83482,811.27716,-557.22003,170.62285,-571.8362,-745.5038
354.58127,-2389.121,-408.4884,-663.97424,-1144.25,177.00372,12.166782,489.16483,-39.123096
-947.4472,-1384.299,-348.83423,-884.98956,430.21634,-784.62726,154.03503,-615.90704,-278.51718
1314.1129,-337.4634,-812.3,14.855183,309.1715,-430.5937,-982.1358,-73.33061,-456.52002
-2301.286,-45.357105,-243.8318,-773.9005,836.3166,766.4847,642.97266,-144.87761,-59.62857
2133.4216,-1471.4277,-41.79148,-231.77531,-129.8713,903.7323,509.9139,680.3861,-195.3524
-306.80386,3301.801,1211.5319,-604.12933,169.21835,179.56416,-462.3085,1148.7043,-247.12189
-1786.1183,1325.2668,460.5476,532.4484,-155.08362,574.197,156.93172,-51.635555,-574.32996
511.56223,-670.17145,779.09814,-987.83026,382.37088,-655.7782,477.03937,-261.4157,126.06812
