1.585828399658203125e+02,-7.702425384521484375e+01
-2.771707458496093750e+02,5.142381591796875000e+02
-4.154599914550781250e+02,-7.858427734375000000e+02
-4.007781372070312500e+02,-1.152378234863281250e+02
4.395309143066406250e+02,2.195403594970703125e+02
-9.282475585937500000e+02,2.296628952026367188e+01
-7.952124633789062500e+02,1.054071731567382812e+02
-1.417951202392578125e+02,-9.405990600585937500e+00
-6.201879119873046875e+01,6.524037933349609375e+01
-1.196689086914062500e+03,2.587203598022460938e+01
3.787644958496093750e+01,-7.798063964843750000e+02
9.469458007812500000e+02,-2.479439239501953125e+02
-9.770877685546875000e+02,6.798588867187500000e+02
-3.389245300292968750e+02,1.390249633789062500e+02
1.287371826171875000e+03,1.793657073974609375e+02
-6.594909667968750000e+00,2.632642211914062500e+02
9.991995239257812500e+02,1.854753570556640625e+02
-6.776537475585937500e+02,6.535642700195312500e+02
1.227677734375000000e+03,-4.578299560546875000e+02
1.382884033203125000e+03,2.202510261535644531e+01
5.958336791992187500e+02,-1.651705780029296875e+02
1.035945068359375000e+03,6.185607528686523438e+01
-5.832489013671875000e+02,1.989043273925781250e+02
-8.299421997070312500e+02,3.681588745117187500e+02
1.483867553710937500e+03,1.283676757812500000e+02
6.920447387695312500e+02,2.678812561035156250e+02
-9.779536743164062500e+02,-1.559295043945312500e+02
6.525891876220703125e+01,7.923813629150390625e+01
5.749758300781250000e+02,1.044936065673828125e+02
-6.709172363281250000e+02,8.695496826171875000e+02
-2.310163116455078125e+02,7.314033508300781250e+01
-1.999100189208984375e+02,-1.472479248046875000e+02
-1.467219085693359375e+02,2.083811645507812500e+02
1.511166992187500000e+03,-3.520737915039062500e+02
4.159919738769531250e+02,-5.407160186767578125e+01
-2.674822425842285156e+01,3.217292022705078125e+01
-3.107858276367187500e+02,2.387935791015625000e+02
-1.838746337890625000e+03,-8.380764770507812500e+02
-4.676232604980468750e+02,-1.950642089843750000e+02
-5.929855346679687500e+02,-7.256044006347656250e+01
8.266026000976562500e+02,-4.601835327148437500e+02
-9.808048095703125000e+02,-2.682681579589843750e+02
7.800396728515625000e+02,-2.930039978027343750e+02
-1.463122802734375000e+03,1.229247283935546875e+02
-7.731903686523437500e+02,-4.676529541015625000e+02
5.563171386718750000e+00,-5.440822143554687500e+02
-6.853543090820312500e+02,-1.661978759765625000e+02
-4.821090698242187500e+02,9.298639678955078125e+01
2.214168457031250000e+03,3.566155090332031250e+02
2.720435791015625000e+02,4.323616027832031250e+02
5.252227783203125000e+02,-5.898512268066406250e+01
